Sentence #,Word,Tag,POS
sentence 1897,ca,O,O
sentence 1897,tái,O,O
sentence 1897,dương_tính,O,O
sentence 1897,(,O,O
sentence 1897,bệnh_nhân,O,O
sentence 1897,188,B-PATIENT_ID,B-PATIENT_ID
sentence 1897,",",O,O
sentence 1897,137,B-PATIENT_ID,B-PATIENT_ID
sentence 1897,",",O,O
sentence 1897,52,B-PATIENT_ID,B-PATIENT_ID
sentence 1897,",",O,O
sentence 1897,149,B-PATIENT_ID,B-PATIENT_ID
sentence 1897,",",O,O
sentence 1897,36,B-PATIENT_ID,B-PATIENT_ID
sentence 1897,),O,O
sentence 1897,tiếp_tục,O,O
sentence 1897,được,O,O
sentence 1897,theo_dõi,O,O
sentence 1897,",",O,O
sentence 1897,điều_trị,O,O
sentence 1897,trong,O,O
sentence 1897,bệnh_viện,O,O
sentence 1897,.,O,O
sentence 1898,Theo,O,O
sentence 1898,công_bố,O,O
sentence 1898,của,O,O
sentence 1898,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 1898,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 1898,chiều_tối,O,O
sentence 1898,22,B-DATE,B-DATE
sentence 1898,-,I-DATE,I-DATE
sentence 1898,3,I-DATE,I-DATE
sentence 1898,",",O,O
sentence 1898,đây,O,O
sentence 1898,là,O,O
sentence 1898,các,O,O
sentence 1898,bệnh_nhân,O,O
sentence 1898,từ,O,O
sentence 1898,101,B-PATIENT_ID,B-PATIENT_ID
sentence 1898,đến,O,O
sentence 1898,104,B-PATIENT_ID,B-PATIENT_ID
sentence 1898,.,O,O
sentence 1899,Theo,O,O
sentence 1899,thông_tin,O,O
sentence 1899,từ,O,O
sentence 1899,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 1899,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 1899,",",O,O
sentence 1899,ca,O,O
sentence 1899,bệnh,O,O
sentence 1899,thứ,O,O
sentence 1899,326,B-PATIENT_ID,B-PATIENT_ID
sentence 1899,là,O,O
sentence 1899,nữ,B-GENDER,B-GENDER
sentence 1899,",",O,O
sentence 1899,20,B-AGE,B-AGE
sentence 1899,tuổi,O,O
sentence 1899,",",O,O
sentence 1899,là,O,O
sentence 1899,du_học_sinh,B-JOB,B-JOB
sentence 1899,Pháp,B-LOCATION,B-LOCATION
sentence 1899,",",O,O
sentence 1899,có,O,O
sentence 1899,địa_chỉ,O,O
sentence 1899,tại,O,O
sentence 1899,phường,B-LOCATION,B-LOCATION
sentence 1899,19,I-LOCATION,I-LOCATION
sentence 1899,",",O,O
sentence 1899,quận,B-LOCATION,B-LOCATION
sentence 1899,Bình_Thạnh,I-LOCATION,I-LOCATION
sentence 1899,",",O,O
sentence 1899,TP.HCM.,B-LOCATION,B-LOCATION
sentence 1900,Sáng,O,O
sentence 1900,29/7,B-DATE,B-DATE
sentence 1900,",",O,O
sentence 1900,khoảng,O,O
sentence 1900,20,O,O
sentence 1900,bệnh_nhân,O,O
sentence 1900,chạy,O,O
sentence 1900,thận,O,O
sentence 1900,nhân_tạo,O,O
sentence 1900,tập_trung,O,O
sentence 1900,về,O,O
sentence 1900,chốt,O,O
sentence 1900,kiểm_soát,O,O
sentence 1900,cách_ly,O,O
sentence 1900,của,O,O
sentence 1900,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 1900,Đà_Nẵng,I-LOCATION,I-LOCATION
sentence 1900,trên,O,O
sentence 1900,đường,B-LOCATION,B-LOCATION
sentence 1900,Quang_Trung,I-LOCATION,I-LOCATION
sentence 1900,",",O,O
sentence 1900,phường,B-LOCATION,B-LOCATION
sentence 1900,Thạch_Thang,I-LOCATION,I-LOCATION
sentence 1900,",",O,O
sentence 1900,quận,B-LOCATION,B-LOCATION
sentence 1900,Hải_Châu,I-LOCATION,I-LOCATION
sentence 1900,.,O,O
sentence 1901,Anh,O,O
sentence 1901,từ,O,O
sentence 1901,Anh,B-LOCATION,B-LOCATION
sentence 1901,về,O,O
sentence 1901,Việt_Nam,B-LOCATION,B-LOCATION
sentence 1901,trên,O,O
sentence 1901,chuyến,O,O
sentence 1901,bay,O,O
sentence 1901,của,O,O
sentence 1901,Vietnam_Airlines,B-ORGANIZATION,B-ORGANIZATION
sentence 1901,VN50,B-TRANSPORTATION,B-TRANSPORTATION
sentence 1901,",",O,O
sentence 1901,số,O,O
sentence 1901,ghế,O,O
sentence 1901,24D,O,O
sentence 1901,",",O,O
sentence 1901,ngày,O,O
sentence 1901,22/3,B-DATE,B-DATE
sentence 1901,.,O,O
sentence 1902,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 1902,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 1902,trước,O,O
sentence 1902,đó,O,O
sentence 1902,thông_tin,O,O
sentence 1902,bệnh_nhân,O,O
sentence 1902,125,B-PATIENT_ID,B-PATIENT_ID
sentence 1902,là,O,O
sentence 1902,nữ,B-GENDER,B-GENDER
sentence 1902,chuyên_gia,O,O
sentence 1902,quốc_tịch,O,O
sentence 1902,Nam_Phi,O,O
sentence 1902,",",O,O
sentence 1902,22,B-AGE,B-AGE
sentence 1902,tuổi,O,O
sentence 1902,",",O,O
sentence 1902,trú,O,O
sentence 1902,tại,O,O
sentence 1902,quận,B-LOCATION,B-LOCATION
sentence 1902,7,I-LOCATION,I-LOCATION
sentence 1902,",",O,O
sentence 1902,TP.HCM.,B-LOCATION,B-LOCATION
sentence 1903,Đây,O,O
sentence 1903,cũng,O,O
sentence 1903,là,O,O
sentence 1903,ca,O,O
sentence 1903,nhiễm,O,O
sentence 1903,virus,O,O
sentence 1903,corona,O,O
sentence 1903,thứ,O,O
sentence 1903,6,O,O
sentence 1903,tại,O,O
sentence 1903,chính,O,O
sentence 1903,xã,O,O
sentence 1903,đang,O,O
sentence 1903,được,O,O
sentence 1903,cách_ly,O,O
sentence 1903,-,O,O
sentence 1903,xã,B-LOCATION,B-LOCATION
sentence 1903,Sơn_Lôi,I-LOCATION,I-LOCATION
sentence 1903,.,O,O
sentence 1904,Theo,O,O
sentence 1904,đó,O,O
sentence 1904,bệnh_nhân,O,O
sentence 1904,431,B-PATIENT_ID,B-PATIENT_ID
sentence 1904,là,O,O
sentence 1904,nam,B-GENDER,B-GENDER
sentence 1904,",",O,O
sentence 1904,55,B-AGE,B-AGE
sentence 1904,tuổi,O,O
sentence 1904,",",O,O
sentence 1904,ngụ,O,O
sentence 1904,phường,B-LOCATION,B-LOCATION
sentence 1904,Hoà_Khánh_Bắc,I-LOCATION,I-LOCATION
sentence 1904,",",O,O
sentence 1904,quận,B-LOCATION,B-LOCATION
sentence 1904,Liên_Chiểu,I-LOCATION,I-LOCATION
sentence 1904,",",O,O
sentence 1904,TP,B-LOCATION,B-LOCATION
sentence 1904,Đà_Nẵng,I-LOCATION,I-LOCATION
sentence 1904,.,O,O
sentence 1905,Ngày,O,O
sentence 1905,18/4,B-DATE,B-DATE
sentence 1905,kết_quả,O,O
sentence 1905,âm_tính,O,O
sentence 1905,",",O,O
sentence 1905,xét_nghiệm,O,O
sentence 1905,ngày,O,O
sentence 1905,20/4,B-DATE,B-DATE
sentence 1905,và,O,O
sentence 1905,ngày,O,O
sentence 1905,21/4,B-DATE,B-DATE
sentence 1905,lại,O,O
sentence 1905,dương_tính,O,O
sentence 1905,.,O,O
sentence 1906,"""",O,O
sentence 1906,Bệnh_nhân,O,O
sentence 1906,79,B-PATIENT_ID,B-PATIENT_ID
sentence 1906,"""",O,O
sentence 1906,",",O,O
sentence 1906,nữ,B-GENDER,B-GENDER
sentence 1906,",",O,O
sentence 1906,48,B-AGE,B-AGE
sentence 1906,tuổi,O,O
sentence 1906,",",O,O
sentence 1906,và,O,O
sentence 1906,"""",O,O
sentence 1906,bệnh_nhân,O,O
sentence 1906,80,B-PATIENT_ID,B-PATIENT_ID
sentence 1906,"""",O,O
sentence 1906,",",O,O
sentence 1906,18,B-AGE,B-AGE
sentence 1906,tuổi,O,O
sentence 1906,",",O,O
sentence 1906,là,O,O
sentence 1906,hai,O,O
sentence 1906,mẹ_con,O,O
sentence 1906,quê,O,O
sentence 1906,ở,O,O
sentence 1906,Đông_Hải,B-LOCATION,B-LOCATION
sentence 1906,",",O,O
sentence 1906,Bạc_Liêu,B-LOCATION,B-LOCATION
sentence 1906,.,O,O
sentence 1907,Từ,O,O
sentence 1907,ngày,O,O
sentence 1907,20,B-DATE,B-DATE
sentence 1907,đến,O,O
sentence 1907,30,B-DATE,B-DATE
sentence 1907,-,I-DATE,I-DATE
sentence 1907,7,I-DATE,I-DATE
sentence 1907,ông,O,O
sentence 1907,ở,O,O
sentence 1907,nhà,O,O
sentence 1907,",",O,O
sentence 1907,chỉ,O,O
sentence 1907,tiếp_xúc,O,O
sentence 1907,với,O,O
sentence 1907,người,O,O
sentence 1907,trong,O,O
sentence 1907,gia_đình,O,O
sentence 1907,",",O,O
sentence 1907,sau,O,O
sentence 1907,đó,O,O
sentence 1907,được,O,O
sentence 1907,người_nhà,O,O
sentence 1907,đưa,O,O
sentence 1907,đến,O,O
sentence 1907,Trạm,O,O
sentence 1907,y_tế,O,O
sentence 1907,khai_báo,O,O
sentence 1907,khi,O,O
sentence 1907,y_tế,O,O
sentence 1907,khi,O,O
sentence 1907,y_tá,O,O
sentence 1907,tư_nhân,O,O
sentence 1907,điều_trị,O,O
sentence 1907,cho,O,O
sentence 1907,bệnh_nhân,O,O
sentence 1907,được,O,O
sentence 1907,công_bố,O,O
sentence 1907,là,O,O
sentence 1907,bệnh_nhân,O,O
sentence 1907,520,B-PATIENT_ID,B-PATIENT_ID
sentence 1907,.,O,O
sentence 1908,Từ,O,O
sentence 1908,ngày,O,O
sentence 1908,21/7,B-DATE,B-DATE
sentence 1908,đến,O,O
sentence 1908,22/7,B-DATE,B-DATE
sentence 1908,",",O,O
sentence 1908,bà,O,O
sentence 1908,xuất_viện,O,O
sentence 1908,",",O,O
sentence 1908,về,O,O
sentence 1908,nhà,O,O
sentence 1908,chỉ,O,O
sentence 1908,có,O,O
sentence 1908,con,O,O
sentence 1908,gái,O,O
sentence 1908,chăm_sóc,O,O
sentence 1908,",",O,O
sentence 1908,ít,O,O
sentence 1908,tiếp_xúc,O,O
sentence 1908,với,O,O
sentence 1908,những,O,O
sentence 1908,người,O,O
sentence 1908,khác,O,O
sentence 1908,trong,O,O
sentence 1908,gia_đình,O,O
sentence 1908,.,O,O
sentence 1909,Hiện,O,O
sentence 1909,cả,O,O
sentence 1909,hai,O,O
sentence 1909,bệnh_nhân,O,O
sentence 1909,đều,O,O
sentence 1909,đang,O,O
sentence 1909,phải,O,O
sentence 1909,thở,O,O
sentence 1909,máy,O,O
sentence 1909,",",O,O
sentence 1909,trong,O,O
sentence 1909,đó,O,O
sentence 1909,bệnh_nhân,O,O
sentence 1909,416,B-PATIENT_ID,B-PATIENT_ID
sentence 1909,bệnh,O,O
sentence 1909,diễn_biến,O,O
sentence 1909,rất,O,O
sentence 1909,nhanh,O,O
sentence 1909,",",O,O
sentence 1909,ngày,O,O
sentence 1909,25,B-DATE,B-DATE
sentence 1909,-,I-DATE,I-DATE
sentence 1909,7,I-DATE,I-DATE
sentence 1909,đã,O,O
sentence 1909,phải,O,O
sentence 1909,chạy,O,O
sentence 1909,ECMO,O,O
sentence 1909,",",O,O
sentence 1909,lọc,O,O
sentence 1909,máu,O,O
sentence 1909,hấp_phụ,O,O
sentence 1909,",",O,O
sentence 1909,tiên_lượng,O,O
sentence 1909,rất,O,O
sentence 1909,nặng,O,O
sentence 1909,",",O,O
sentence 1909,khả_năng,O,O
sentence 1909,tiếp_tục,O,O
sentence 1909,thở,O,O
sentence 1909,máy,O,O
sentence 1909,và,O,O
sentence 1909,ECMO,O,O
sentence 1909,trong,O,O
sentence 1909,thời_gian,O,O
sentence 1909,dài,O,O
sentence 1909,.,O,O
sentence 1910,T.,B-NAME,B-NAME
sentence 1910,là,O,O
sentence 1910,bệnh_nhân,O,O
sentence 1910,COVID,O,O
sentence 1910,-,O,O
sentence 1910,19,O,O
sentence 1910,thứ,O,O
sentence 1910,18,B-PATIENT_ID,B-PATIENT_ID
sentence 1910,được,O,O
sentence 1910,ghi_nhận,O,O
sentence 1910,tại,O,O
sentence 1910,Việt_Nam,B-LOCATION,B-LOCATION
sentence 1910,và,O,O
sentence 1910,là,O,O
sentence 1910,bệnh_nhân,O,O
sentence 1910,đầu_tiên,O,O
sentence 1910,trong,O,O
sentence 1910,số,O,O
sentence 1910,các,O,O
sentence 1910,ca,O,O
sentence 1910,bệnh,O,O
sentence 1910,đợt,O,O
sentence 1910,2,O,O
sentence 1910,(,O,O
sentence 1910,đến,O,O
sentence 1910,nay,O,O
sentence 1910,là,O,O
sentence 1910,52,O,O
sentence 1910,người,O,O
sentence 1910,),O,O
sentence 1910,được,O,O
sentence 1910,xác_định,O,O
sentence 1910,khỏi,O,O
sentence 1910,bệnh,O,O
sentence 1910,.,O,O
sentence 1911,Hiện,O,O
sentence 1911,sức_khoẻ,O,O
sentence 1911,bệnh_nhân,O,O
sentence 1911,ổn_định,O,O
sentence 1911,",",O,O
sentence 1911,không,O,O
sentence 1911,ho,O,O
sentence 1911,",",O,O
sentence 1911,không,O,O
sentence 1911,sốt,O,O
sentence 1911,",",O,O
sentence 1911,không,O,O
sentence 1911,khó,O,O
sentence 1911,thở,O,O
sentence 1911,",",O,O
sentence 1911,không,O,O
sentence 1911,đau,O,O
sentence 1911,rát,O,O
sentence 1911,họng,O,O
sentence 1911,.,O,O
sentence 1912,',O,O
sentence 1912,Bệnh_nhân,O,O
sentence 1912,449,B-PATIENT_ID,B-PATIENT_ID
sentence 1912,',O,O
sentence 1912,có,O,O
sentence 1912,đầy_đủ,O,O
sentence 1912,triệu_chứng,O,O
sentence 1912,mắc,O,O
sentence 1912,Covid,O,O
sentence 1912,-,O,O
sentence 1912,19,O,O
sentence 1912,và,O,O
sentence 1912,nhập_viện,O,O
sentence 1912,ngày,O,O
sentence 1912,22/6,B-DATE,B-DATE
sentence 1912,ở,O,O
sentence 1912,Đà_Nẵng,B-LOCATION,B-LOCATION
sentence 1912,",",O,O
sentence 1912,nhưng,O,O
sentence 1912,ngày,O,O
sentence 1912,27/7,B-DATE,B-DATE
sentence 1912,mới,O,O
sentence 1912,được,O,O
sentence 1912,lấy,O,O
sentence 1912,mẫu,O,O
sentence 1912,xét_nghiệm,O,O
sentence 1912,.,O,O
sentence 1913,Trong,O,O
sentence 1913,chỉ_đạo,O,O
sentence 1913,rà_soát,O,O
sentence 1913,",",O,O
sentence 1913,thành_phố,B-LOCATION,B-LOCATION
sentence 1913,Hà_Nội,I-LOCATION,I-LOCATION
sentence 1913,quán_triệt,O,O
sentence 1913,",",O,O
sentence 1913,nếu,O,O
sentence 1913,phát_hiện,O,O
sentence 1913,trường_hợp,O,O
sentence 1913,nào,O,O
sentence 1913,nhập_cảnh,O,O
sentence 1913,từ,O,O
sentence 1913,nước_ngoài,O,O
sentence 1913,về,O,O
sentence 1913,có,O,O
sentence 1913,biểu_hiện,O,O
sentence 1913,ho,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 1913,",",O,O
sentence 1913,sốt,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 1913,",",O,O
sentence 1913,khó,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 1913,thở,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 1913,thì,O,O
sentence 1913,chuyển,O,O
sentence 1913,ngay,O,O
sentence 1913,tới,O,O
sentence 1913,bệnh_viện,O,O
sentence 1913,của,O,O
sentence 1913,thành_phố,O,O
sentence 1913,.,O,O
sentence 1914,Sáng,O,O
sentence 1914,sớm,O,O
sentence 1914,ngày,O,O
sentence 1914,5/2,B-DATE,B-DATE
sentence 1914,",",O,O
sentence 1914,cô,O,O
sentence 1914,tỉnh,O,O
sentence 1914,dậy,O,O
sentence 1914,và,O,O
sentence 1914,nhận,O,O
sentence 1914,ra,O,O
sentence 1914,thuốc_men,O,O
sentence 1914,không,O,O
sentence 1914,làm,O,O
sentence 1914,giảm,O,O
sentence 1914,nhiệt_độ,O,O
sentence 1914,.,O,O
sentence 1915,Hôm_qua,O,O
sentence 1915,"""",O,O
sentence 1915,bệnh_nhân,O,O
sentence 1915,456,B-PATIENT_ID,B-PATIENT_ID
sentence 1915,"""",O,O
sentence 1915,",",O,O
sentence 1915,55,B-AGE,B-AGE
sentence 1915,tuổi,O,O
sentence 1915,",",O,O
sentence 1915,tử_vong,O,O
sentence 1915,vì,O,O
sentence 1915,viêm,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 1915,phổi,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 1915,do,O,O
sentence 1915,Covid,O,O
sentence 1915,-,O,O
sentence 1915,19,O,O
sentence 1915,",",O,O
sentence 1915,suy,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 1915,hô_hấp,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 1915,",",O,O
sentence 1915,suy,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 1915,đa,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 1915,tạng,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 1915,",",O,O
sentence 1915,xuất_huyết,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 1915,tiêu_hoá,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 1915,",",O,O
sentence 1915,tăng,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 1915,huyết_áp,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 1915,.,O,O
sentence 1916,Tuy_nhiên,O,O
sentence 1916,",",O,O
sentence 1916,nam,O,O
sentence 1916,bệnh_nhân,O,O
sentence 1916,này,O,O
sentence 1916,có,O,O
sentence 1916,kết_quả,O,O
sentence 1916,âm_tính,O,O
sentence 1916,.,O,O
sentence 1917,Ngày,O,O
sentence 1917,13/3,B-DATE,B-DATE
sentence 1917,bé,O,O
sentence 1917,được,O,O
sentence 1917,Trung_tâm,B-ORGANIZATION,B-ORGANIZATION
sentence 1917,Kiểm_soát,I-ORGANIZATION,I-ORGANIZATION
sentence 1917,Bệnh_tật,I-ORGANIZATION,I-ORGANIZATION
sentence 1917,tỉnh,I-ORGANIZATION,I-ORGANIZATION
sentence 1917,Hải_Dương,I-ORGANIZATION,I-ORGANIZATION
sentence 1917,đưa,O,O
sentence 1917,vào,O,O
sentence 1917,cách_ly,O,O
sentence 1917,.,O,O
sentence 1918,Cho,O,O
sentence 1918,đến,O,O
sentence 1918,nay,O,O
sentence 1918,",",O,O
sentence 1918,lực_lượng,O,O
sentence 1918,chức_năng,O,O
sentence 1918,của,O,O
sentence 1918,TP,B-LOCATION,B-LOCATION
sentence 1918,Hà_Nội,I-LOCATION,I-LOCATION
sentence 1918,đã,O,O
sentence 1918,thống_kê,O,O
sentence 1918,có,O,O
sentence 1918,130,O,O
sentence 1918,người,O,O
sentence 1918,có,O,O
sentence 1918,tiếp_xúc,O,O
sentence 1918,với,O,O
sentence 1918,bệnh_nhân,O,O
sentence 1918,số,O,O
sentence 1918,17,B-PATIENT_ID,B-PATIENT_ID
sentence 1918,",",O,O
sentence 1918,và,O,O
sentence 1918,226,O,O
sentence 1918,người,O,O
sentence 1918,tiếp_xúc,O,O
sentence 1918,với,O,O
sentence 1918,người,O,O
sentence 1918,tiếp_xúc,O,O
sentence 1918,.,O,O
sentence 1919,"""",O,O
sentence 1919,Bệnh_nhân,O,O
sentence 1919,91,B-PATIENT_ID,B-PATIENT_ID
sentence 1919,"""",O,O
sentence 1919,",",O,O
sentence 1919,phi_công,B-JOB,B-JOB
sentence 1919,người,O,O
sentence 1919,Anh,O,O
sentence 1919,",",O,O
sentence 1919,phải,O,O
sentence 1919,lọc,O,O
sentence 1919,máu,O,O
sentence 1919,",",O,O
sentence 1919,chạy,O,O
sentence 1919,ECMO,O,O
sentence 1919,",",O,O
sentence 1919,điều_trị,O,O
sentence 1919,tại,O,O
sentence 1919,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 1919,Bệnh,I-LOCATION,I-LOCATION
sentence 1919,nhiệt_đới,I-LOCATION,I-LOCATION
sentence 1919,TP,I-LOCATION,I-LOCATION
sentence 1919,HCM,I-LOCATION,I-LOCATION
sentence 1919,.,O,O
sentence 1920,Trước,O,O
sentence 1920,đó,O,O
sentence 1920,đã,O,O
sentence 1920,công_bố,O,O
sentence 1920,thêm,O,O
sentence 1920,2,O,O
sentence 1920,ca,O,O
sentence 1920,dương_tính,O,O
sentence 1920,",",O,O
sentence 1920,hiện_tại,O,O
sentence 1920,có,O,O
sentence 1920,2,O,O
sentence 1920,ca,O,O
sentence 1920,có,O,O
sentence 1920,nguy_cơ,O,O
sentence 1920,nhiễm,O,O
sentence 1920,cao,O,O
sentence 1920,là,O,O
sentence 1920,chồng,O,O
sentence 1920,và,O,O
sentence 1920,tài_xế,O,O
sentence 1920,lái_xe,O,O
sentence 1920,của,O,O
sentence 1920,bệnh_nhân,O,O
sentence 1920,151,B-PATIENT_ID,B-PATIENT_ID
sentence 1920,.,O,O
sentence 1921,Trong,O,O
sentence 1921,số,O,O
sentence 1921,ba,O,O
sentence 1921,giáo_viên,O,O
sentence 1921,vừa,O,O
sentence 1921,mắc,O,O
sentence 1921,nCoV,O,O
sentence 1921,",",O,O
sentence 1921,hai,O,O
sentence 1921,người,O,O
sentence 1921,từng,O,O
sentence 1921,tiếp_xúc,O,O
sentence 1921,với,O,O
sentence 1921,các,O,O
sentence 1921,ca,O,O
sentence 1921,bệnh,O,O
sentence 1921,khi,O,O
sentence 1921,đi,O,O
sentence 1921,chăm_sóc,O,O
sentence 1921,người_thân,O,O
sentence 1921,ở,O,O
sentence 1921,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 1921,Đà_Nẵng,I-LOCATION,I-LOCATION
sentence 1921,.,O,O
sentence 1922,Mẫu,O,O
sentence 1922,bệnh_phẩm,O,O
sentence 1922,"""",O,O
sentence 1922,bệnh_nhân,O,O
sentence 1922,243,B-PATIENT_ID,B-PATIENT_ID
sentence 1922,"""",O,O
sentence 1922,được,O,O
sentence 1922,Viện,B-ORGANIZATION,B-ORGANIZATION
sentence 1922,Vệ_sinh,I-ORGANIZATION,I-ORGANIZATION
sentence 1922,Dịch_tễ,I-ORGANIZATION,I-ORGANIZATION
sentence 1922,Trung_ương,I-ORGANIZATION,I-ORGANIZATION
sentence 1922,xét_nghiệm,O,O
sentence 1922,không,O,O
sentence 1922,phát_hiện,O,O
sentence 1922,kháng_thể,O,O
sentence 1922,",",O,O
sentence 1922,cho,O,O
sentence 1922,thấy,O,O
sentence 1922,mới,O,O
sentence 1922,nhiễm,O,O
sentence 1922,",",O,O
sentence 1922,không_thể,O,O
sentence 1922,khẳng_định,O,O
sentence 1922,nhiễm,O,O
sentence 1922,khi,O,O
sentence 1922,đến,O,O
sentence 1922,Bạch_Mai,B-LOCATION,B-LOCATION
sentence 1922,ngày,O,O
sentence 1922,12/3,B-DATE,B-DATE
sentence 1922,.,O,O
sentence 1923,"""",O,O
sentence 1923,Bệnh_nhân,O,O
sentence 1923,18,B-PATIENT_ID,B-PATIENT_ID
sentence 1923,"""",O,O
sentence 1923,là,O,O
sentence 1923,thanh_niên,O,O
sentence 1923,27,B-AGE,B-AGE
sentence 1923,tuổi,O,O
sentence 1923,từ,O,O
sentence 1923,ổ,O,O
sentence 1923,dịch,O,O
sentence 1923,Daegu,B-LOCATION,B-LOCATION
sentence 1923,về,O,O
sentence 1923,nước,O,O
sentence 1923,ngày,O,O
sentence 1923,4/3,B-DATE,B-DATE
sentence 1923,",",O,O
sentence 1923,được,O,O
sentence 1923,cách_ly,O,O
sentence 1923,ngay_lập_tức,O,O
sentence 1923,tại,O,O
sentence 1923,trường,B-LOCATION,B-LOCATION
sentence 1923,Quân_sự,I-LOCATION,I-LOCATION
sentence 1923,ở,O,O
sentence 1923,thành_phố,B-LOCATION,B-LOCATION
sentence 1923,Tam_Điệp,I-LOCATION,I-LOCATION
sentence 1923,",",O,O
sentence 1923,tỉnh,B-LOCATION,B-LOCATION
sentence 1923,Ninh_Bình,I-LOCATION,I-LOCATION
sentence 1923,.,O,O
sentence 1924,Ngày,O,O
sentence 1924,28/3,B-DATE,B-DATE
sentence 1924,",",O,O
sentence 1924,ông,O,O
sentence 1924,biểu_hiện,O,O
sentence 1924,sốt,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 1924,nhẹ,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 1924,",",O,O
sentence 1924,nhập_viện,O,O
sentence 1924,tại,O,O
sentence 1924,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 1924,Đa_khoa,I-LOCATION,I-LOCATION
sentence 1924,tỉnh,I-LOCATION,I-LOCATION
sentence 1924,Vĩnh_Phúc,I-LOCATION,I-LOCATION
sentence 1924,.,O,O
sentence 1925,Trong,O,O
sentence 1925,đó,O,O
sentence 1925,",",O,O
sentence 1925,"""",O,O
sentence 1925,bệnh_nhân,O,O
sentence 1925,19,B-PATIENT_ID,B-PATIENT_ID
sentence 1925,"""",O,O
sentence 1925,là,O,O
sentence 1925,người,O,O
sentence 1925,nặng,O,O
sentence 1925,nhất,O,O
sentence 1925,ở,O,O
sentence 1925,Hà_Nội,B-LOCATION,B-LOCATION
sentence 1925,",",O,O
sentence 1925,80,O,O
sentence 1925,ngày,O,O
sentence 1925,điều_trị,O,O
sentence 1925,tích_cực,O,O
sentence 1925,.,O,O
sentence 1926,Bệnh_viện,B-ORGANIZATION,B-ORGANIZATION
sentence 1926,Xanh_Pôn,I-ORGANIZATION,I-ORGANIZATION
sentence 1926,đã,O,O
sentence 1926,cách_ly,O,O
sentence 1926,Khoa_Chấn,O,O
sentence 1926,thương,O,O
sentence 1926,chỉnh_hình,O,O
sentence 1926,từ,O,O
sentence 1926,ngày,O,O
sentence 1926,28/3,B-DATE,B-DATE
sentence 1926,",",O,O
sentence 1926,chuyển,O,O
sentence 1926,con,O,O
sentence 1926,trai,O,O
sentence 1926,"""",O,O
sentence 1926,bệnh_nhân,O,O
sentence 1926,175,B-PATIENT_ID,B-PATIENT_ID
sentence 1926,"""",O,O
sentence 1926,sang,O,O
sentence 1926,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 1926,Bệnh,I-LOCATION,I-LOCATION
sentence 1926,Nhiệt_đới,I-LOCATION,I-LOCATION
sentence 1926,trung_ương,I-LOCATION,I-LOCATION
sentence 1926,",",O,O
sentence 1926,lấy,O,O
sentence 1926,mẫu,O,O
sentence 1926,bệnh_phẩm,O,O
sentence 1926,11,O,O
sentence 1926,người,O,O
sentence 1926,tiếp_xúc,O,O
sentence 1926,gần,O,O
sentence 1926,để,O,O
sentence 1926,xét_nghiệm,O,O
sentence 1926,sàng_lọc,O,O
sentence 1926,.,O,O
sentence 1927,Ngày,O,O
sentence 1927,14/8,B-DATE,B-DATE
sentence 1927,",",O,O
sentence 1927,chị,O,O
sentence 1927,có,O,O
sentence 1927,kết_quả,O,O
sentence 1927,xét_nghiệm,O,O
sentence 1927,dương_tính,O,O
sentence 1927,với,O,O
sentence 1927,nCoV,O,O
sentence 1927,.,O,O
sentence 1928,Chẩn_đoán,O,O
sentence 1928,nguyên_nhân,O,O
sentence 1928,tử_vong,O,O
sentence 1928,là,O,O
